RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	s39588	chrX	149482641	150227783	745143	194	27.6
RG	s42236	chrX	141697428	143026097	1328670	148	9.1
RG	s51065	chrX	2853946	3271895	417950	251	10.9
RG	s51065	chrX	37990887	38401233	410347	214	14.4
RG	s51638	chrX	284193	1198547	914355	273	56.2
RG	s51638	chrX	1282813	1615101	332289	297	64.9
RG	s51638	chrX	2781927	6383954	3602028	749	54.4
RG	s51638	chrX	7050240	7843025	792786	83	3.8
RG	s51638	chrX	8499430	12138928	3639499	833	43.3
RG	s51638	chrX	12791542	46450251	33658710	7343	52.9
RG	s51638	chrX	46574112	48384517	1810406	1262	36.4
RG	s51638	chrX	48442403	49301397	858995	1281	44.9
RG	s51638	chrX	49830325	52336597	2506273	595	33.6
RG	s51638	chrX	53076652	54440241	1363590	1113	37.5
RG	s51638	chrX	54749736	107052830	52303095	8917	51.3
RG	s51638	chrX	107065648	119467988	12402341	2981	48.5
RG	s51638	chrX	119539720	135760210	16220491	3314	47.8
RG	s51638	chrX	135882828	136872260	989433	740	23.7
RG	s51638	chrX	137030136	140503801	3473666	457	31.0
RG	s51638	chrX	141838348	155997637	14159290	4521	61.9
RG	s53162	chrX	34630273	37406209	2775937	408	16.4
RG	s53162	chrX	40581020	41447831	866812	546	13.1
RG	s53162	chrX	48509353	48761758	252406	240	31.2
RG	s53162	chrX	50342393	50596619	254227	168	11.4
RG	s53162	chrX	66162895	68647734	2484840	341	9.1
RG	s53162	chrX	153771402	153794426	23025	218	15.0
RG	s53162	chrX	153941449	154295722	354274	316	25.9
RG	s53163	chrX	2781927	7843292	5061366	881	53.0
RG	s53163	chrX	8127064	9822946	1695883	344	36.5
RG	s53163	chrX	9873670	47650366	37776697	9015	49.1
RG	s53163	chrX	48186788	49157386	970599	1076	42.3
RG	s53163	chrX	49603622	51332808	1729187	527	10.3
RG	s53163	chrX	51743735	52862437	1118703	133	30.1
RG	s53163	chrX	53076652	54440241	1363590	1111	9.1
RG	s53163	chrX	54774066	57592188	2818123	712	46.2
RG	s53163	chrX	64185883	107052830	42866948	8029	39.1
RG	s53163	chrX	107065648	119467988	12402341	3003	52.3
RG	s53163	chrX	119539551	135718947	16179397	3335	41.2
RG	s53163	chrX	135882828	136872260	989433	744	18.2
RG	s53163	chrX	138632741	141002535	2369795	465	11.7
RG	s53163	chrX	141838348	155773754	13935407	4579	55.7
RG	s53647	chrX	140504452	143026097	2521646	186	8.2
RG	s53755	chrX	2781927	5892715	3110789	688	61.1
RG	s53755	chrX	8499430	24995690	16496261	5092	51.7
RG	s53755	chrX	26138941	38352548	12213608	1869	50.5
RG	s53755	chrX	38561712	49205132	10643421	3598	43.9
RG	s53755	chrX	49210570	52336597	3126028	987	36.0
RG	s53755	chrX	53076652	70258377	17181726	3315	43.7
RG	s53755	chrX	70329613	107065613	36736001	6722	45.5
RG	s53755	chrX	107522349	110676143	3153795	1159	35.4
RG	s53755	chrX	111122991	119469587	8346597	1650	43.5
RG	s53755	chrX	119539718	123464885	3925168	767	36.0
RG	s53755	chrX	123885582	135905954	12020373	2414	48.9
RG	s53755	chrX	136219446	136872260	652815	443	16.5
RG	s53755	chrX	137030136	140216143	3186008	451	15.7
RG	s53755	chrX	141838348	149482586	7644239	670	35.9
RG	s53755	chrX	149689040	155773754	6084715	3758	67.0
RG	s53769	chrX	1288396	1303975	15580	41	5.3
RG	s53769	chrX	2781927	9914059	7132133	1320	52.2
RG	s53769	chrX	9932108	12138928	2206821	492	27.9
RG	s53769	chrX	12867459	18707736	5840278	1922	46.3
RG	s53769	chrX	18779153	48131539	29352387	6561	52.2
RG	s53769	chrX	48187757	49301397	1113641	1445	66.1
RG	s53769	chrX	49830325	51332808	1502484	487	10.0
RG	s53769	chrX	53076652	71366203	18289552	4471	48.6
RG	s53769	chrX	71375179	77785774	6410596	1668	7.9
RG	s53769	chrX	77962553	102887811	24925259	2907	45.5
RG	s53769	chrX	103062906	120075879	17012974	4464	65.4
RG	s53769	chrX	120109128	140216143	20107016	4261	51.1
RG	s53769	chrX	141838348	152767832	10929485	1699	55.2
RG	s53769	chrX	152828525	155090568	2262044	2730	70.9
RG	s53777	chrX	2781927	7843074	5061148	869	51.8
RG	s53777	chrX	8127064	12138928	4011865	893	53.8
RG	s53777	chrX	12791542	46450251	33658710	7426	54.2
RG	s53777	chrX	46574112	49543463	2969352	2657	52.8
RG	s53777	chrX	49830325	51332808	1502484	487	29.4
RG	s53777	chrX	53076652	70374083	17297432	3536	51.8
RG	s53777	chrX	70429473	71036324	606852	312	14.8
RG	s53777	chrX	71056490	102354311	31297822	5073	50.6
RG	s53777	chrX	102602063	107052830	4450768	1213	27.7
RG	s53777	chrX	107522349	119467988	11945640	2894	51.4
RG	s53777	chrX	119539551	135718947	16179397	3331	49.2
RG	s53777	chrX	135882828	140017187	4134360	1222	36.0
RG	s53777	chrX	141838348	152700637	10862290	1557	45.9
RG	s53777	chrX	152727775	153794426	1066652	1173	67.7
RG	s53777	chrX	153803408	155773754	1970347	1772	54.3
RG	s53783	chrX	15244311	15799840	555530	488	28.9
RG	s53783	chrX	35800419	36985660	1185242	296	4.0
RG	s53783	chrX	53380068	53583536	203469	383	9.2
RG	s53783	chrX	55075991	56563771	1487781	243	33.7
RG	s53783	chrX	101346671	101779553	432883	302	11.5
RG	s53788	chrX	12139068	12976207	837140	194	12.0
RG	s53788	chrX	145247538	151717145	6469608	659	16.1
RG	s53801	chrX	111835008	114630772	2795765	124	14.3
RG	s53801	chrX	131078686	132956914	1878229	283	19.4
RG	s53808	chrX	334345	1198547	864203	128	33.6
RG	s53808	chrX	2774642	5892715	3118074	697	58.9
RG	s53808	chrX	8127064	9914059	1786996	369	28.1
RG	s53808	chrX	9932108	15688707	5756600	1674	40.7
RG	s53808	chrX	15749975	21374633	5624659	1864	45.8
RG	s53808	chrX	21843192	24465434	2622243	814	44.4
RG	s53808	chrX	26138941	47563056	21424116	3939	52.4
RG	s53808	chrX	47582649	49572087	1989439	1904	46.7
RG	s53808	chrX	53076652	55075948	1999297	1704	28.3
RG	s53808	chrX	55143793	63299368	8155576	395	30.6
RG	s53808	chrX	66162895	67544943	1382049	162	33.7
RG	s53808	chrX	70329613	71223737	894125	788	37.8
RG	s53808	chrX	71529775	108601335	37071561	6339	44.3
RG	s53808	chrX	108732719	119467988	10735270	2068	49.4
RG	s53808	chrX	119539547	136872260	17332714	4089	42.8
RG	s53808	chrX	136877918	140216143	3338226	463	29.7
RG	s53808	chrX	141003535	149594255	8590721	842	35.6
RG	s53808	chrX	149689040	155773754	6084715	3752	63.1
RG	s53840	chrX	3101106	8466326	5365221	398	30.3
RG	s53840	chrX	43683500	46450504	2767005	296	7.5
RG	s53857	chrX	1288439	5892864	4604426	487	18.6
RG	s53857	chrX	28789325	34630273	5840949	579	21.2
RG	s53857	chrX	35800626	37008701	1208076	193	20.1
RG	s53857	chrX	140504452	147921851	7417400	367	10.7
RG	s53859	chrX	1288437	3006568	1718132	156	20.5
RG	s53859	chrX	3309829	8465366	5155538	400	21.7
RG	s53904	chrX	2774642	5892715	3118074	692	59.5
RG	s53904	chrX	7050240	47636631	40586392	9379	53.3
RG	s53904	chrX	48186810	49157386	970577	1039	42.7
RG	s53904	chrX	49830325	52862350	3032026	658	33.8
RG	s53904	chrX	53533467	74591550	21058084	5210	41.7
RG	s53904	chrX	74739506	109376000	34636495	5485	43.7
RG	s53904	chrX	110003730	119379559	9375830	1793	40.1
RG	s53904	chrX	119539720	140503801	20964082	4567	50.8
RG	s53904	chrX	141838348	149597896	7759549	737	44.9
RG	s53904	chrX	149689040	155997637	6308598	3766	55.6
RG	s53950	chrX	28789325	30831371	2042047	207	6.6
RG	s53950	chrX	66018874	69957088	3938215	418	12.0
RG	s53950	chrX	87517835	96735725	9217891	162	6.9
RG	s53950	chrX	140504452	143026097	2521646	176	12.9
RG	s53950	chrX	151659695	153580160	1920466	794	25.0
RG	s53963	chrX	151176614	151912473	735860	173	22.2
RG	s53969	chrX	64186250	65488736	1302487	133	7.8
RG	s53969	chrX	151176614	151738428	561815	134	9.0
RG	s53972	chrX	35800419	36985660	1185242	296	4.4
RG	s53979	chrX	12139068	12976207	837140	202	8.8
RG	s53979	chrX	34129872	37008494	2878623	361	11.0
RG	s53985	chrX	2898135	10063433	7165299	887	23.7
RG	s53985	chrX	26138941	31929778	5790838	559	32.0
RG	s53985	chrX	47584962	47887954	302993	153	6.3
RG	s53985	chrX	49039187	49122450	83264	103	37.9
RG	s53985	chrX	49164565	49605997	441433	333	28.2
RG	s53985	chrX	69161421	70281691	1120271	260	26.0
RG	s53985	chrX	87517835	96881569	9363735	150	6.6
RG	s53985	chrX	110450905	112631323	2180419	345	21.1
RG	s53985	chrX	120428420	123326275	2897856	212	13.2
RG	s53985	chrX	148501167	152115095	3613929	629	14.8
RG	s53985	chrX	152963989	153541339	577351	212	16.7
RG	s53988	chrX	284193	1198547	914355	246	52.1
RG	s53988	chrX	3309536	3612307	302772	235	14.1
RG	s53988	chrX	30559407	31071440	512034	165	7.3
RG	s53988	chrX	40581020	40832400	251381	211	31.5
RG	s53988	chrX	114630798	115192098	561301	244	36.8
RG	s53988	chrX	153669634	153862522	192889	502	35.5
RG	s53992	chrX	284193	1198547	914355	249	67.8
RG	s53992	chrX	2781927	19343798	16561872	4229	51.2
RG	s53992	chrX	19349281	22062172	2712892	840	32.0
RG	s53992	chrX	22111371	47142265	25030895	4493	51.9
RG	s53992	chrX	47202857	49301397	2098541	2153	55.9
RG	s53992	chrX	49687636	51332808	1645173	511	23.1
RG	s53992	chrX	51743735	55013526	3269792	1817	26.8
RG	s53992	chrX	55075991	68647734	13571744	1255	29.9
RG	s53992	chrX	70146713	71164080	1017368	1034	51.4
RG	s53992	chrX	72129738	96735675	24605938	2847	44.1
RG	s53992	chrX	100156267	101487480	1331214	902	59.5
RG	s53992	chrX	101552875	117898780	16345906	3689	34.6
RG	s53992	chrX	118378532	119467988	1089457	671	39.1
RG	s53992	chrX	119539547	120535729	996183	519	29.7
RG	s53992	chrX	120574574	129447070	8872497	836	50.2
RG	s53992	chrX	129647585	135905954	6258370	1738	33.1
RG	s53992	chrX	135906995	136487929	580935	448	18.7
RG	s53992	chrX	141838348	149760789	7922442	810	51.9
RG	s53992	chrX	150228147	153056963	2828817	1026	51.1
RG	s53992	chrX	153643394	153949246	305853	790	51.5
RG	s53992	chrX	153950146	155773754	1823609	1445	51.7
RG	s54003	chrX	585182	1378603	793422	170	30.3
RG	s54003	chrX	2774642	5892715	3118074	694	53.4
RG	s54003	chrX	8127064	48109911	39982848	9471	53.6
RG	s54003	chrX	48190122	52624956	4434835	2175	56.4
RG	s54003	chrX	53380068	96735675	43355608	7439	44.8
RG	s54003	chrX	100156267	102460502	2304236	1137	54.6
RG	s54003	chrX	102602063	119467988	16865926	4191	52.7
RG	s54003	chrX	119539551	136487929	16948379	3863	47.8
RG	s54003	chrX	140503805	141697361	1193557	107	6.2
RG	s54003	chrX	141838348	149760789	7922442	816	44.8
RG	s54003	chrX	150228147	155773754	5545608	3685	58.5
RG	s54004	chrX	30218618	31444400	1225783	374	20.2
RG	s54004	chrX	55220395	57592188	2371794	286	19.8
RG	s54004	chrX	66018874	66597898	579025	174	39.3
RG	s54093	chrX	2781927	47142265	44360339	9580	54.0
RG	s54093	chrX	47198136	49301397	2103262	2194	55.7
RG	s54093	chrX	49603622	52624956	3021335	639	26.7
RG	s54093	chrX	53421859	54440241	1018383	757	24.4
RG	s54093	chrX	54749736	70280123	15530388	2064	29.9
RG	s54093	chrX	70329613	71366203	1036591	999	52.9
RG	s54093	chrX	72129738	77785774	5656037	1317	29.2
RG	s54093	chrX	77962553	102354311	24391759	2764	48.2
RG	s54093	chrX	102602063	119467988	16865926	4177	50.4
RG	s54093	chrX	119539547	129906090	10366544	1822	38.7
RG	s54093	chrX	130129547	135905954	5776408	1349	40.5
RG	s54093	chrX	135906995	136872260	965266	667	22.4
RG	s54093	chrX	137030136	140216143	3186008	450	19.8
RG	s54093	chrX	141838348	155997637	14159290	4535	59.6
RG	s54692	chrX	35800626	35966513	165888	81	27.8
RG	s56057	chrX	3612316	5892715	2280400	60	11.2
RG	s56057	chrX	17006426	18507037	1500612	324	15.0
RG	s56057	chrX	40588904	41447831	858928	543	13.2
RG	s56057	chrX	47081072	47563056	481985	443	12.2
RG	s56057	chrX	49210570	49326643	116074	314	13.2
RG	s56057	chrX	105195529	107904056	2708528	909	24.3
RG	s56057	chrX	119675476	120253293	577818	206	36.9
RG	s56057	chrX	153766199	153904901	138703	444	28.4
RG	s57375	chrX	334250	386252	52003	108	10.2
RG	s57375	chrX	2781927	6383954	3602028	752	65.2
RG	s57375	chrX	7050240	16947301	9897062	2618	50.3
RG	s57375	chrX	17425939	30653541	13227603	2896	29.1
RG	s57375	chrX	31071484	47142265	16070782	3054	42.6
RG	s57375	chrX	47563091	48131539	568449	440	33.8
RG	s57375	chrX	48212875	48683859	470985	377	52.9
RG	s57375	chrX	49830325	52336597	2506273	598	32.6
RG	s57375	chrX	53421859	119467988	66046130	12804	46.6
RG	s57375	chrX	119539551	130129454	10589904	2017	34.5
RG	s57375	chrX	130340187	136487929	6147743	1646	39.2
RG	s57375	chrX	140216266	141002535	786270	45	3.4
RG	s57375	chrX	141838348	152759368	10921021	1643	48.3
RG	s57375	chrX	152828525	154092117	1263593	1605	48.5
RG	s57375	chrX	154305217	155773754	1468538	1171	37.2
RG	s57379	chrX	48981322	49604972	623651	499	31.9
RG	s57379	chrX	131544070	133952953	2408884	273	15.1
RG	s57379	chrX	140504452	147189691	6685240	317	22.9
RG	s57425	chrX	2781927	6383954	3602028	754	61.7
RG	s57425	chrX	7050240	24672668	17622429	5068	53.2
RG	s57425	chrX	26138941	44961256	18822316	3055	54.7
RG	s57425	chrX	45151623	48131539	2979917	1184	36.7
RG	s57425	chrX	48190090	49345692	1155603	1490	54.5
RG	s57425	chrX	49687636	52624956	2937321	623	35.0
RG	s57425	chrX	53076652	56984432	3907781	1975	33.9
RG	s57425	chrX	57286924	70258377	12971454	1285	32.6
RG	s57425	chrX	70329613	77785774	7456162	2674	46.7
RG	s57425	chrX	77962553	102332634	24370082	2767	46.5
RG	s57425	chrX	102602063	119467988	16865926	4185	51.0
RG	s57425	chrX	119539551	120526613	987063	501	50.7
RG	s57425	chrX	120838202	136487929	15649728	3236	47.3
RG	s57425	chrX	137030136	140216143	3186008	449	20.8
RG	s57425	chrX	141176623	149768792	8592170	913	56.4
RG	s57425	chrX	149884335	152638331	2753997	674	36.2
RG	s57425	chrX	152727775	155773754	3045980	2941	71.0
RG	s57459	chrX	2770643	9786706	7016064	1252	54.4
RG	s57459	chrX	10090679	12138928	2048250	417	21.7
RG	s57459	chrX	12717186	15455635	2738450	873	45.5
RG	s57459	chrX	19917143	24887907	4970765	1446	35.9
RG	s57459	chrX	27460910	46450251	18989342	3145	25.0
RG	s57459	chrX	47142338	48131539	989202	837	26.1
RG	s57459	chrX	48186810	48893661	706852	628	21.4
RG	s57459	chrX	49830325	52862350	3032026	652	26.1
RG	s57459	chrX	54440382	54922249	481868	316	19.0
RG	s57459	chrX	54993872	67544943	12551072	1181	30.7
RG	s57459	chrX	68432928	72461965	4029038	2128	40.7
RG	s57459	chrX	78272681	91435499	13162819	1125	47.6
RG	s57459	chrX	93671873	102332634	8660762	1328	56.0
RG	s57459	chrX	102602063	106900761	4298699	1086	23.0
RG	s57459	chrX	106928378	118974766	12046389	2828	33.2
RG	s57459	chrX	119539551	130625142	11085592	2305	25.1
RG	s57459	chrX	131058330	135520893	4462564	856	33.9
RG	s57459	chrX	136308700	138632738	2324039	445	27.7
RG	s57459	chrX	143025772	148501139	5475368	369	37.1
RG	s57459	chrX	150228147	154485112	4256966	3066	61.2
RG	s57464	chrX	38285468	38317253	31786	53	12.0
RG	s57464	chrX	68838786	69505629	666844	28	9.3
RG	s57464	chrX	136344375	136488115	143741	121	18.6
RG	s57506	chrX	2898041	5892715	2994675	580	53.9
RG	s57506	chrX	7050327	11758252	4707926	946	52.7
RG	s57506	chrX	15248659	16590670	1342012	591	33.8
RG	s57506	chrX	16818555	18164956	1346402	295	8.1
RG	s57506	chrX	18931785	19917135	985351	558	30.0
RG	s57506	chrX	21374636	24172699	2798064	741	28.0
RG	s57506	chrX	26138941	40580946	14442006	2066	26.6
RG	s57506	chrX	46607060	48057157	1450098	968	29.0
RG	s57506	chrX	48109932	49590497	1480566	1507	27.0
RG	s57506	chrX	49830325	52624956	2794632	596	31.0
RG	s57506	chrX	53076652	76427982	23351331	5917	44.7
RG	s57506	chrX	77454157	101346607	23892451	2539	33.2
RG	s57506	chrX	101369972	107522274	6152303	1678	39.3
RG	s57506	chrX	107775303	111681060	3905758	1188	20.7
RG	s57506	chrX	114630798	119467988	4837191	1185	45.7
RG	s57506	chrX	119560492	129447070	9886579	1382	42.4
RG	s57506	chrX	129788130	130625142	837013	549	17.8
RG	s57506	chrX	131273807	135123218	3849412	688	27.0
RG	s57506	chrX	135906995	136487929	580935	444	15.7
RG	s57506	chrX	141176623	141905018	728396	130	27.9
RG	s57506	chrX	143025772	154398192	11372421	3396	50.3
RG	s58119	chrX	3084199	3271895	187697	51	15.3
RG	s58119	chrX	23000242	23837323	837082	156	15.4
RG	s58119	chrX	32216852	36137925	3921074	458	33.1
RG	s58119	chrX	150712415	151738428	1026014	224	10.8
RG	s58119	chrX	152828525	153418589	590065	213	11.1
RG	s58302	chrX	14843536	15455618	612083	304	13.3
RG	s58302	chrX	56994127	67544943	10550817	801	15.4
RG	s58302	chrX	85003808	85835989	832182	228	25.1
RG	s58433	chrX	2770643	6383954	3613312	757	61.9
RG	s58433	chrX	8127064	18164956	10037893	2668	48.9
RG	s58433	chrX	18507057	24995690	6488634	2301	47.2
RG	s58433	chrX	26138941	49332574	23193634	5854	51.6
RG	s58433	chrX	49604972	52862360	3257389	687	30.8
RG	s58433	chrX	53421859	86345594	32923736	7009	42.3
RG	s58433	chrX	87517835	119467988	31950154	5718	49.3
RG	s58433	chrX	119616431	140216143	20599713	4469	49.8
RG	s58433	chrX	140709800	154398192	13688393	3737	58.6
RG	s58433	chrX	154428737	155773754	1345018	852	38.7
RG	s58434	chrX	88753408	102460502	13707095	1467	57.8
RG	s58434	chrX	102602063	114630772	12028710	2990	30.1
RG	s58434	chrX	136197186	136872260	675075	474	13.3
RG	s58434	chrX	146620205	149884317	3264113	489	38.3
RG	s58434	chrX	152963770	153504546	540777	232	15.1
RG	s58438	chrX	311333	630888	319556	176	30.0
RG	s58438	chrX	2781927	6383954	3602028	750	61.2
RG	s58438	chrX	8169931	9822946	1653016	324	22.6
RG	s58438	chrX	9873670	11111894	1238225	341	29.5
RG	s58438	chrX	11254613	31071440	19816828	4873	48.8
RG	s58438	chrX	31627635	48109911	16482277	3696	47.1
RG	s58438	chrX	48190122	49205132	1015011	1134	52.8
RG	s58438	chrX	49210570	52336597	3126028	982	47.0
RG	s58438	chrX	53076652	101832078	48755427	8839	45.3
RG	s58438	chrX	102602063	119467988	16865926	4190	43.7
RG	s58438	chrX	119539547	136872260	17332714	4078	35.7
RG	s58438	chrX	141838348	155997637	14159290	4539	50.1
RG	s58440	chrX	2774642	15688707	12914066	2950	52.6
RG	s58440	chrX	15749975	52336597	36586623	9531	50.9
RG	s58440	chrX	53076652	55623502	2546851	1846	43.9
RG	s58440	chrX	56074535	70280123	14205589	1434	39.5
RG	s58440	chrX	70448441	119467988	49019548	9494	51.9
RG	s58440	chrX	119539720	136872260	17332541	4032	52.6
RG	s58440	chrX	137030136	140503801	3473666	455	16.5
RG	s58440	chrX	141838348	155773754	13935407	4481	62.7
RG	s58444	chrX	14843536	15749930	906395	533	28.6
RG	s58444	chrX	35800419	36985660	1185242	296	5.8
RG	s58444	chrX	119560492	120075879	515388	293	15.9
RG	s58444	chrX	126164500	129447070	3282571	60	8.8
RG	s58444	chrX	135719120	136648057	928938	642	20.8
RG	s58444	chrX	152828525	153336606	508082	231	20.5
RG	s58676	chrX	2774642	7843025	5068384	885	35.4
RG	s58676	chrX	8499430	46450251	37950822	8410	55.8
RG	s58676	chrX	46574112	48109911	1535800	1048	35.9
RG	s58676	chrX	48186788	49157386	970599	1074	56.4
RG	s58676	chrX	49603622	57592188	7988567	2821	52.8
RG	s58676	chrX	57908006	102460502	44552497	6914	53.9
RG	s58676	chrX	102602063	107052830	4450768	1213	21.2
RG	s58676	chrX	107065648	111681060	4615413	1495	41.4
RG	s58676	chrX	112381364	119467988	7086625	1345	57.8
RG	s58676	chrX	119539551	135718947	16179397	3338	51.3
RG	s58676	chrX	135882828	136872260	989433	745	25.5
RG	s58676	chrX	138632741	140017187	1384447	398	20.6
RG	s58676	chrX	141176623	141697361	520739	51	9.8
RG	s58676	chrX	142202989	149768792	7565804	694	46.0
RG	s58676	chrX	149884335	155773754	5889420	3731	55.9
RG	s62408	chrX	143628789	147189625	3560837	111	7.7
RG	s62425	chrX	2781927	3867652	1085726	689	59.0
RG	s62425	chrX	5892864	9914059	4021196	613	29.8
RG	s62425	chrX	9932108	12138928	2206821	493	19.5
RG	s62425	chrX	12791542	48109911	35318370	8501	51.9
RG	s62425	chrX	48190122	49345692	1155571	1481	50.0
RG	s62425	chrX	49590518	52624956	3034439	651	25.1
RG	s62425	chrX	53076652	70258377	17181726	3303	39.9
RG	s62425	chrX	70448441	77785774	7337334	2513	53.3
RG	s62425	chrX	77962553	111681060	33718508	5495	50.3
RG	s62425	chrX	111835008	119467988	7632981	1362	48.6
RG	s62425	chrX	119539547	129739001	10199455	1659	46.1
RG	s62425	chrX	129780077	135944942	6164866	1750	38.8
RG	s62425	chrX	136197186	136872260	675075	472	25.4
RG	s62425	chrX	138632741	140216143	1583403	415	27.8
RG	s62425	chrX	141838348	149597896	7759549	752	41.0
RG	s62425	chrX	149884335	153774482	3890148	1731	54.7
RG	s62425	chrX	153776914	155773754	1996841	1928	59.4
RG	s62657	chrX	101010563	101346607	336045	245	10.6
RG	s62657	chrX	108539755	109376000	836246	211	30.5
RG	s62657	chrX	109451988	110317728	865741	157	25.3
RG	s62657	chrX	132957059	134771398	1814340	233	4.9
RG	s62799	chrX	16719934	18164956	1445023	340	8.0
RG	s62799	chrX	77962553	80022227	2059675	322	15.6
RG	s62799	chrX	80443036	82497717	2054682	234	7.4
RG	s62799	chrX	118378532	118974766	596235	451	15.1
RG	s62828	chrX	2774642	9914059	7139418	1308	51.9
RG	s62828	chrX	9932108	16818492	6886385	1997	56.8
RG	s62828	chrX	17006304	48109911	31103608	7021	50.4
RG	s62828	chrX	48187757	49345692	1157936	1494	51.6
RG	s62828	chrX	49590518	52336597	2746080	652	30.9
RG	s62828	chrX	53533467	63299368	9765902	1703	42.7
RG	s62828	chrX	64917914	70280123	5362210	1001	28.5
RG	s62828	chrX	70806838	119467988	48661151	9367	47.6
RG	s62828	chrX	119539547	120526613	987067	503	37.7
RG	s62828	chrX	120838202	131058264	10220063	1759	34.5
RG	s62828	chrX	131083046	140216143	9133098	2161	50.4
