human_gene_id,human_gene_disease_id,entrez_id,gene_symbol,gene_group_id,gene_group,inheritance_pattern,inheritance_type,main_class_type,additional_class_type,additional_class_type_d,main_class_type_g,additional_class_type_g,confidence_criteria_limit_no_patient,sysid_yes_no,disease_subtype,disease_type,alternative_names,additional_references,omim_disease,gene_review,haploinsufficiency_yes_no,clinical_synopsis,human_gene_disease_remark
1654,2090,80232,WDR26,10,"Current primary ID genes","Mendelian autosomal",dominant,4,"E, H, L1, P"," E ,  H ,  L1 ,  P ",4," E ,  H ,  L1 ,  P ",0,1,"SKRABAN-DEARDORFF SYNDROME; SKDEAS","SKRABAN-DEARDORFF SYNDROME",,28686853,617616,31021590,0,"15 affected: intellectual disability with
delayed speech, febrile and/or non-febrile seizures, wide-based, spastic, and/or stiff-legged gait, structural MRI anomalies, 5/9 autistic behavior, facial dysmorphism; failure to thrive in some",
1655,2091,7532,YWHAG,10,"Current primary ID genes","Mendelian autosomal",dominant,5,"E, H, P"," E ,  H ,  P ",5," E ,  H ,  P ",1,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 56; EIEE56","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,"28777935,31926053",617665,NULL,0,"4 patients: mild to severe ID, epilepsy, hypotonia, ataxia; plus 6 patients with de novo missense variants: early-onset seizures, moderate ID, autism spectrum disorders",
1395,1796,6506,SLC1A2,10,"Current primary ID genes","Mendelian autosomal",dominant,2,"E, H, L2"," E ,  H ,  L2 ",2," E ,  H ,  L2 ",1,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 41; EIEE41","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,"27476654,28777935",617105,NULL,0,"severe epilepsy and severe ID, neurological anomalies, MRI anomalies",
1656,2092,51112,TRAPPC12,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"E, G, H, L2"," E ,  G ,  H ,  L2 ",2," E ,  G ,  H ,  L2 ",1,1,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY; PEBAS","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY",,"28777934,32369837",617669,NULL,0,"3 affected from 2 families: severe ID, microcephaly, hearing loss, spasticity, hypotonia, dystonia, characteristic MRI; 2/3 epilepsy, regression; plus homozygous missense variants in 2 patients with progressive cortical atrophy, cerebellar atrophy, microcephaly, epilepsy, marked developmental delay, 1x microcephaly",
1658,2094,65993,MRPS34,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"B, G, M"," B ,  G ,  M ",8b," B ,  G ,  M ",1,1,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32; COXPD32","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY",,28777931,617664,NULL,0,"6 affected from 4 families: early developmental delay or regression, metabolic strokes, microcphelay and dysmorphism in some",
1659,2095,387787,LIPT2,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"C, (E), L2, M"," C , ( E ),  L2 ,  M ",8b," C , ( E ),  L2 ,  M ",1,1,"ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAIN ABNORMALITIES; NELABA","ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAIN ABNORMALITIES",,28757203,617668,NULL,0,"3 affected from 2 families: severe neonatal encephalopathy. MRI: major cortical atrophy with white matter abnormalities and cysts. Plasma glycine mildly increased. Abnormal EEG, early lethality",
522,2096,5447,POR,10,"Current primary ID genes","Mendelian autosomal",recessive,7,"K, U, Ub"," K ,  U ,  Ub ",7," K ,  U ,  Ub ",0,1,"ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS; ABS1","ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS",,,201750,20301592,0,"disorders of sex development, craniosynostosis, skeletal anomalies, hearing loss, joint contractures, cognitive impairment of minor concern, studies of developmental outcome are lacking",
779,1053,5428,POLG,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"C, E, G, H, M"," C ,  E ,  G ,  H ,  M ",8b," C ,  E ,  G ,  H ,  M ,  Q ",0,1,"MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A","MITOCHONDRIAL DNA DEPLETION SYNDROME ",,,203700,20301791,0,"psychomotor retardation, intractable epilepsy, and liver failure in infants and young children, progressive cerebrehepatic, dementia, one patient with late onset",
779,1054,5428,POLG,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"G, H, M, Q"," G ,  H ,  M ,  Q ",8b," C ,  E ,  G ,  H ,  M ,  Q ",0,1,"MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE); MTDPS4B","MITOCHONDRIAL DNA DEPLETION SYNDROME ",,,613662,20301791,0,"developmental delay or regression, myopathy or hypotonia, liver dysfunction",
779,1055,5428,POLG,10,"Current primary ID genes","Mendelian autosomal",recessive,NULL,NULL,,8b," C ,  E ,  G ,  H ,  M ,  Q ",0,0,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO","SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO",NULL,,607459,NULL,0,"adult onset",NULL
779,1056,5428,POLG,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,8b," C ,  E ,  G ,  H ,  M ,  Q ",0,0,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 1; PEOA1","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT",NULL,,157640,NULL,0,,NULL
779,1057,5428,POLG,10,"Current primary ID genes","Mendelian autosomal",recessive,NULL,NULL,,8b," C ,  E ,  G ,  H ,  M ,  Q ",0,0,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE; PEOB","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE; PEOB",NULL,,258450,NULL,0,,NULL
1661,2097,51294,PCDH12,10,"Current primary ID genes","Mendelian autosomal",recessive,1,"B, E, L1"," B ,  E ,  L1 ",1," B ,  E ,  L1 ",0,1,"DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 1; DMJDS1","DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME",,27164683,251280,NULL,0,"10 affected from 4 families: prenatal hyperechogenic brain foci, congenital microcephaly, hypothalamic midbrain dysplasia, epilepsy, and profound global developmental disability; resembles Aicardi-Goutieres syndrome and intrauterine infection",
1663,2099,8867,SYNJ1,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"C, E, G, H, (M)"," C ,  E ,  G ,  H , ( M )",2," C ,  E ,  G ,  H , ( M )",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 53; EIEE53","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,,617389,NULL,0,"6 affected from 3 families: very poor or absent development, early-onset seizures, progressive spastic paraplegia, early lethal in some, 1 family: mitochondrial anomalies",
825,1119,3097,HIVEP2,10,"Current primary ID genes","Mendelian autosomal",dominant,5,"H, (L2), P"," H , ( L2 ),  P ",5," H , ( L2 ),  P ",0,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 43; MRD43","MENTAL RETARDATION, AUTOSOMAL DOMINANT",,"23020937,26153216,27003583",616977,NULL,0,"several patients: global delay, ID , hypotonia, behavioral anomalies, dysmorphism, MRI anomalies in some",
1667,2103,5119,CHMP1A,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"A, B, H, L1, L2, T"," A ,  B ,  H ,  L1 ,  L2 ,  T ",4," A ,  B ,  H ,  L1 ,  L2 ,  T ",0,1,"PONTOCEREBELLAR HYPOPLASIA, TYPE 8; PCH8","PONTOCEREBELLAR HYPOPLASIA",,,614961,NULL,0,"6 affected from 3 families: early developmental delay, ID, acquired microcephaly, hypotonia, limb spasticity, poor overall growth, ocular anomalies, MRI: small cerebellum, thin brainstem, thin corpus callosum, decreased cerebral white matter",
1377,1774,79780,CCDC82,10,"Current primary ID genes","Mendelian autosomal",recessive,6,NULL,,6,,0,1,"intellectual disability","intellectual disability",,"27457812,28397838",NULL,NULL,0,"fs variant in 4 affected from 1 family, moderate ID, delayed CMS; nonsense variatn in 2 affected from 1 family with ID",
1690,2130,8540,AGPS,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"A, B, E, M, T, U"," A ,  B ,  E ,  M ,  T ,  U ",4," A ,  B ,  E ,  M ,  T ,  U ",1,1,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 3; RCDP3","RHIZOMELIC CHONDRODYSPLASIA PUNCTATA",,21990100,600121,NULL,0,"3 individuals; 2/3 severe delay or ID, skeletal dysplasia, short stature, microcoephaly, skeletal anomalies, peroxismal, facial dysmorphism, radiologic anomalies, early cataracts, 1/3: MRI anomalies, 2/3 febrile seizures; abnormality of metabolism",
1691,2131,501,ALDH7A1,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"E, L2, M"," E ,  L2 ,  M ",5," E ,  L2 ,  M ",0,1,"EPILEPSY, PYRIDOXINE-DEPENDENT; EPD","EPILEPSY, PYRIDOXINE-DEPENDENT; EPD",,,266100,20301659,0,"early-onset seizures, often controllable by pyridoxine, commonly intellectual disability, biochemical anomalies,  MRI anomalies: HCC",
1692,2132,415,ARSL,10,"Current primary ID genes","Mendelian X-linked","not sure",7,"A, H, M, U"," A ,  H ,  M ,  U ",7," A ,  H ,  M ,  U ",0,1,"CHONDRODYSPLASIA PUNCTATA 1, X-LINKED RECESSIVE; CDPX1","CHONDRODYSPLASIA PUNCTATA",,,302950,20301713,0,"chondrodysplasia punctata (stippled epiphyses), brachytelephalangy (shortening of the distal phalanges), nasomaxillary hypoplasia. 25% hearing loss, <20% intellectual disability in some; sometimes airway stenosis, cervical spine instability, short stature often improving until adulthood; rarely eye, cardiac or other anomalies; abnormality of metabolism",
1693,2133,894,CCND2,10,"Current primary ID genes","Mendelian autosomal",dominant,1,"F, L1, Ua"," F ,  L1 ,  Ua ",1," F ,  L1 ,  Ua ",0,1,"MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3; MPPH3","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME",,,615938,27854409,0,"12 patients: macrocephaly, megalencephaly, ventriculomegaly, polymicrogyria, polydactyly. severely delayed psychomotor development in most",
1695,2135,9702,CEP57,10,"Current primary ID genes","Mendelian autosomal",recessive,7,"A, B, K, U, V"," A ,  B ,  K ,  U ,  V ",7," A ,  B ,  K ,  U ,  V ",1,1,"MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2","MOSAIC VARIEGATED ANEUPLOIDY SYNDROME",,,614114,NULL,0,"4 patients: poor growth, short stature, microcephaly, mild ID, dysmorphic features, 2/4 endocrinological anomalies, 2/4 heart defects, skeletal anomalies; 2/4 developmental delay",
1696,2136,54805,CNNM2,10,"Current primary ID genes","Mendelian autosomal",dominant,5,"E, M, N, (P)"," E ,  M ,  N , ( P )","2, 5"," B ,  E ,  L2 ,  M ,  N , ( P )",1,1,"Hypomagnesemia, seizures, and mental retardation","HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION",,,616418,NULL,0,"3 individuals: seizures in first year, delayed development, moderate ID, 2/3 obesity, 1/3 behavioural anomalies, magnesium level anomalies",
1696,2137,54805,CNNM2,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"B, E, L2, M"," B ,  E ,  L2 ,  M ","2, 5"," B ,  E ,  L2 ,  M ,  N , ( P )",1,1,"Hypomagnesemia, seizures, and mental retardation","HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION",,,616418,NULL,0,"2 sibs, seizures, hypomagnesemia, severe developmental delay, microcephaly, MRI anomalies",
1700,2142,10682,EBP,10,"Current primary ID genes","Mendelian X-linked",recessive,5,"A, M, P, S, T, U, Ua"," A ,  M ,  P ,  S ,  T ,  U ,  Ua ",5," A ,  M ,  P ,  S ,  T ,  U ,  Ua ",0,1,"MEND SYNDROME; MEND","MEND SYNDROME",,,300960,NULL,0,"defect in sterol biosynthesis. Variable. ID, short stature, scoliosis, digital abnormalities, cataracts, dermatologic abnormalities, 1 family with behavioural anomalies",
1700,2143,10682,EBP,10,"Current primary ID genes","Mendelian X-linked",dominant,NULL,NULL,,5," A ,  M ,  P ,  S ,  T ,  U ,  Ua ",0,0,"CHONDRODYSPLASIA PUNCTATA 2, X-LINKED DOMINANT; CDPX2","CHONDRODYSPLASIA PUNCTATA",,,302960,NULL,0,"not clear if ID",
1701,2144,375748,ERCC6L2,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"B, R"," B ,  R ",5," B ,  R ",1,1,"BONE MARROW FAILURE SYNDROME 2; BMFS2","BONE MARROW FAILURE SYNDROME",,,615715,NULL,0,"3 patients: bone marrow failure, learning disabilities, microcephaly",
1703,2146,2581,GALC,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"C, G, H, L2, M, T"," C ,  G ,  H ,  L2 ,  M ,  T ",8b," C ,  G ,  H ,  L2 ,  M ,  T ",0,1,"KRABBE DISEASE","KRABBE DISEASE",,,245200,20301416,0,"early onset: irritability, spasticity, developmental delay. severe motor and mental deterioration, lethal age 2 years. MRI: white matter changes, hypomyelination, elevation of CSF protein concentration, peripheral neuropathy, visual loss, red dot, some later onset; abnormality of metabolism",
548,2148,79158,GNPTAB,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"A, M, U, V"," A ,  M ,  U ,  V ",5," A ,  M ,  U ,  V ",0,1,"MUCOLIPIDOSIS II ALPHA/BETA",MUCOLIPIDOSIS,,16630736,252500,20301728,0,"short stature, skeletal abnormalities, cardiomegaly, and developmental delay, lysosomal defect, gingival hypertrophy, large joints contractures,ID, facial dysmorphism, thoracic deformity,
cardiac valvular disease. Growth retardation",
548,2149,79158,GNPTAB,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"A, M, U, V"," A ,  M ,  U ,  V ",5," A ,  M ,  U ,  V ",0,1,"Mucolipidosis III alpha/beta",MUCOLIPIDOSIS,,16630736,252600,20301728,0,"short stature, skeletal abnormalities, cardiomegaly, and developmental delay, lysosomal defect, gingival hypertrophy, large joints contractures,ID, facial dysmorphism, thoracic deformity,
cardiac valvular disease. Growth retardation; less severe than II",
1705,2150,84572,GNPTG,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"M, U"," M ,  U ",5," M ,  U ",0,1,"MUCOLIPIDOSIS III GAMMA",MUCOLIPIDOSIS,,19370764,252605,20301784,0,"joint mobility restriction, mental retardation. 3 patients: normal psychomotor development",
1706,2151,84705,GTPBP3,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"C, (E), H, L2, M, Q"," C , ( E ),  H ,  L2 ,  M ,  Q ",8b," C , ( E ),  H ,  L2 ,  M ,  Q ",0,1,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 23; COXPD23","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY",,,616198,NULL,0,"11 patients: cardiomyopathy, lactic acidosis, feeding difficulties, hypotonia, developmental delay, ID, some siezures, 3x MRI anomalies, variable, sometimes lethal",
1707,2152,3295,HSD17B4,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"G, H, K"," G ,  H ,  K ","7, 8b"," C ,  E ,  F ,  G ,  H ,  K ,  L1 ,  U ,  W ",0,1,"PERRAULT SYNDROME 1; PRLTS1","PERRAULT SYNDROME",,,233400,25254289,0,"senosrineural hearing loss, ataxia, progressive cognitive declien, cerebellar atrophy, peripheral neuropathy, amenorrhea",
1707,2153,3295,HSD17B4,10,"Current primary ID genes","Mendelian autosomal",recessive,"7, 8b","C, E, F, H, L1, U, W"," C ,  E ,  F ,  H ,  L1 ,  U ,  W ","7, 8b"," C ,  E ,  F ,  G ,  H ,  K ,  L1 ,  U ,  W ",0,1,"D-BIFUNCTIONAL PROTEIN DEFICIENCY","D-BIFUNCTIONAL PROTEIN DEFICIENCY",,,261515,NULL,0,"neonatal hypotonia, seizures. severe psychomotor retardation, characteristic facies, macrocephaly, dysmorphism, MRI anomalies, polymicrogyria, hepatomegaly, renal cysts, skeletal malformation, mostly lethal before 2 years",
1708,2154,3329,HSPD1,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"A, B, C, E, G, H, L2"," A ,  B ,  C ,  E ,  G ,  H ,  L2 ",8b," A ,  B ,  C ,  E ,  G ,  H ,  L2 ",1,1,"LEUKODYSTROPHY, HYPOMYELINATING, 4; HLD4","LEUKODYSTROPHY, HYPOMYELINATING",,27405012,612233,NULL,0,"10 affected from 1 family plus 1 patient: hypotonia, nystagmus, developmental delay, spasticity, developmental arrest, regression, secondary microcephaly, growth failure, 6x seizures, lethal within first two years to 20 years, MRI: thin corpus callosum",
1708,2155,3329,HSPD1,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,8b," A ,  B ,  C ,  E ,  G ,  H ,  L2 ",0,0,"SPASTIC PARAPLEGIA 13, AUTOSOMAL DOMINANT; SPG13","SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT",,,605280,NULL,0,"1 family with spastic paraplegia",
1710,2157,3418,IDH2,10,"Current primary ID genes","Mendelian autosomal",dominant,5,"E, H, M, Q"," E ,  H ,  M ,  Q ",5," E ,  H ,  M ,  Q ",0,1,"D-2-HYDROXYGLUTARIC ACIDURIA 2; D2HGA2","D-2-HYDROXYGLUTARIC ACIDURIA",,20847235,613657,NULL,0,"ranges from developmental delay, epilepsy, hypotonia, cardiomyopathy to asymptomatic",
1711,2158,10265,IRX5,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"R, U, V"," R ,  U ,  V ",4," R ,  U ,  V ",1,1,"HAMAMY SYNDROME; HMMS","HAMAMY SYNDROME",,22581230,611174,NULL,0,"5 affected from 2 families: craniofacial dysmorphism, sensorineural hearing impairment, skeletal anomalies, hypodontia, anemia, congenital heart defects, moderate psychomotor retardation",
1712,2159,3712,IVD,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"A, M"," A ,  M ",8b," A ,  M ",0,1,"ISOVALERIC ACIDEMIA; IVA","ISOVALERIC ACIDEMIA",,16602101,243500,NULL,0,"poor feeding, vomiting, lethargy, developmental delay, metabolic acidosis, and a characteristic "sweaty foot" odor; treatable",
1716,2163,55768,NGLY1,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"B, E, H, L2, M, O, T"," B ,  E ,  H ,  L2 ,  M ,  O ,  T ",5," B ,  E ,  H ,  L2 ,  M ,  O ,  T ",1,1,"CONGENITAL DISORDER OF DEGLYCOSYLATION; CDDG","CONGENITAL DISORDER OF DEGLYCOSYLATION",,,615273,29419975,0,"global developmental delay, hypotonia, involuntary movements. Poor tear production, corneal ulceration. EEG anomalies and seizures, microcephaly, constipation, strabism, increased liver enzymes, MRI: enlarged ventricles, delayed myelination",
1719,2166,4893,NRAS,10,"Current primary ID genes","Mendelian autosomal",dominant,7,"A, S, U, V"," A ,  S ,  U ,  V ",7," A ,  S ,  U ,  V ",1,1,"NOONAN SYNDROME 6; NS6","NOONAN SYNDROME",,,613224,NULL,0,"characteristic facies, short stature, curly hair, thorax deformities, hypotonia, cryptorchidism, 2x borderline ID, 2x normal development, heart defects, cardiomyopathy, macrocephaly, myopia, hyperkeratosis",
1721,2168,7518,XRCC4,10,"Current primary ID genes","Mendelian autosomal",recessive,8a,"A, B, G, H, I, K, R"," A ,  B ,  G ,  H ,  I ,  K ,  R ",8a," A ,  B ,  G ,  H ,  I ,  K ,  R ",0,1,"SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION; SSMED","SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION",,,616541,NULL,0,"severe short stature and microcephaly, facial dysmorphism, diabetes or hypogonadims in some, developmental delay and ID in some, variable minor organ malformations/anomalies; (progressive) ataxia and other neurological symptoms, some with tumors and/or blood anomalies",
1724,2171,7291,TWIST1,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,7," B ,  S ,  T ,  Ua ,  Ub ,  Uc ,  V ",0,0,"CRANIOSYNOSTOSIS 1; CRS1","CRANIOSYNOSTOSIS ",,,123100,NULL,1,,
1724,2172,7291,TWIST1,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,7," B ,  S ,  T ,  Ua ,  Ub ,  Uc ,  V ",0,0,"ROBINOW-SORAUF SYNDROME","ROBINOW-SORAUF SYNDROME",,,180750,NULL,1,,
1724,2173,7291,TWIST1,10,"Current primary ID genes","Mendelian autosomal",dominant,7,"B, T, Ua, Ub, Uc, V"," B ,  T ,  Ua ,  Ub ,  Uc ,  V ",7," B ,  S ,  T ,  Ua ,  Ub ,  Uc ,  V ",0,1,"Saethre-Chotzen syndrome with or without eyelid anomalies","SAETHRE-CHOTZEN SYNDROME",,,101400,20301368,1,"craniosynostosis, facial dysmorphism. strabismus, ptosis; craniofacial dysmorphism. limb anomalies: radioulnar synostosis, brachydactyly, cutaneous syndactyly, and hallux valgus. short stature, vertebral fusion, rarely mild to moderate ID, mostly normal intelligence; hearing loss, palatal anomalies, few congenital heart malformations",
1724,2174,7291,TWIST1,10,"Current primary ID genes","Mendelian autosomal",dominant,7,"S, T, Ua, Ub, Uc"," S ,  T ,  Ua ,  Ub ,  Uc ",7," B ,  S ,  T ,  Ua ,  Ub ,  Uc ,  V ",1,1,"SWEENEY-COX SYNDROME; SWCOS","SWEENEY-COX SYNDROME",,,617746,NULL,1,"2 patients: facial dysostosis, hypertelorism, deficiencies of the eyelids and facial bones, cleft palate/velopharyngeal insufficiency, low-set cupped ears, ID or learning disabilites; hand/finger anomalies, 1/2 hearing loss; 1/2 lid coloboma, body hair anomalies",
1726,2176,10102,TSFM,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"C, G, H, (L2), M, Q"," C ,  G ,  H , ( L2 ),  M ,  Q ",8b," C ,  G ,  H , ( L2 ),  M ,  Q ",0,1,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3; COXPD3","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY",,,610505,NULL,0,"6 patients: hypotonia, lactic acidosis, convulsions, encephalomyopathy, cardiomyopathy, early lethal; 1x growth retardation, 3 milder affected: learning difficulties or cognitive decline, 1x MRI anomalies; neuropathy",
1727,2177,54968,TMEM70,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"A, B, H, (L2), M, Q"," A ,  B ,  H , ( L2 ),  M ,  Q ",5," A ,  B ,  H , ( L2 ),  M ,  Q ",0,1,"MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2; MC5DN2","MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY",,,614052,NULL,0,"mitochondrial encephalocardiomyopathy, psychomotor retardation, microcephaly, hypotonia, growth retardation, hypertrophic cardiomyopathy, dysmorphism, hypospadias, lactic acidosis, and 3-methylglutaconic aciduria, facia dysmorphism; some MRI: leukoencephalopathy, cerebellar atrophy",
1728,2178,51259,TMEM216,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"A, H, L1, Ua, W"," A ,  H ,  L1 ,  Ua ,  W ",4," A ,  H ,  L1 ,  Ua ,  W ",0,1,"JOUBERT SYNDROME 2; JBTS2","JOUBERT SYNDROME",,,608091,NULL,0,"hypotonia, nystagmus, failure to thrive, dysmorphism, postaxial polydactly, delayed development, ID, MRI: molar tooth sign, cerebellar anomalies, some with renal anomalies",
